business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,hex_id
OPERATIONAL,"{'location': {'lat': 24.9056423, 'lng': 67.13832889999999}, 'viewport': {'northeast': {'lat': 24.9069998802915, 'lng': 67.1398998802915}, 'southwest': {'lat': 24.9043019197085, 'lng': 67.13720191970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe2go,{'open_now': True},"[{'height': 2336, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117896951631654534734"">qamar iqbal</a>'], 'photo_reference': 'AUGGfZnHmkyg6ZkaNFglvcvq-awWvZSo8CqeHiS0Di5J4N57h-UdXU8jPhw7K8-dbswkvpItmTbE40LjRLuigfTxll-VSZqTzB1DpTkxUqDFJp8ZUnob1tc_pk5sug1noD7cHy96DudLf3tApPGwRObxBiOxvTmrYdv6WyCDOxPun_VIDtmQ', 'width': 4160}]",ChIJI8G_7gY5sz4RX8rVqzWDwoM,"{'compound_code': 'W44Q+78 Faisal Cantonment, Karachi, Pakistan', 'global_code': '7JP9W44Q+78'}",2.0,3.9,ChIJI8G_7gY5sz4RX8rVqzWDwoM,GOOGLE,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",150.0,"Inside Habib University, Karachi",,8642e440fffffff
OPERATIONAL,"{'location': {'lat': 24.8877063, 'lng': 67.152383}, 'viewport': {'northeast': {'lat': 24.8893623302915, 'lng': 67.15372913029151}, 'southwest': {'lat': 24.8866643697085, 'lng': 67.1510311697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Makro Cafe & Bekary,{'open_now': True},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116781375814950790074"">Faran Akber</a>'], 'photo_reference': 'AUGGfZlVDNdBCuOeUqXSQqbtKaa7bkv6MxO681hlz24QQMfdsVg2HN5DxWdgxNPVHPqrrE1eDdAc6-PbvDYtuwYob8VbwWJnVXSreHKDAhbOIAsZXrUDr9DCCP0vKeHcGwIyoqyhAI9lqq9jdYK_l9PCpUVG5IivFFlMVsqFffFg4MAGqYwY', 'width': 2560}]",ChIJv7cklZk5sz4RfSsdLS4NI0Q,,2.0,3.9,ChIJv7cklZk5sz4RfSsdLS4NI0Q,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",162.0,"V5Q2+3XJ, Faisal Cantonment, Karachi",,8642e440fffffff
OPERATIONAL,"{'location': {'lat': 24.90606859999999, 'lng': 67.1391024}, 'viewport': {'northeast': {'lat': 24.9074006302915, 'lng': 67.1403766302915}, 'southwest': {'lat': 24.9047026697085, 'lng': 67.13767866970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Essa Khan Hotel,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114987330282562970450"">Noman Fahim</a>'], 'photo_reference': 'AUGGfZlfwCNrYDz4Ekw5vMMHbvKEo6CGkfhCw0DTne77u-V1D9ttZQt7kiMt7voFZzH7BnTsnPqOnSMKtQLSV-a6KVMwOFQt_XU8p9s6ZrOmitdIX8prrti_0A874HiDYNHXDc22B2uAYwWCMJaj8KvNPAy4hvAELpQvqmLOt1cYmjnglwOf', 'width': 1920}]",ChIJVaassnM5sz4RhnZ3ZnSUn9c,"{'compound_code': 'W44Q+CJ Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W44Q+CJ'}",,3.8,ChIJVaassnM5sz4RhnZ3ZnSUn9c,GOOGLE,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",25.0,"Pehlawan ghot, University Avenue, Block 9 Gulistan-e-Johar, Karachi",,8642e440fffffff
OPERATIONAL,"{'location': {'lat': 24.908186, 'lng': 67.13816899999999}, 'viewport': {'northeast': {'lat': 24.90949293029151, 'lng': 67.1394954302915}, 'southwest': {'lat': 24.9067949697085, 'lng': 67.1367974697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe Haider Ali,{'open_now': True},"[{'height': 2283, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114475722920595408545"">Idealtreks TV</a>'], 'photo_reference': 'AUGGfZmgcaR8OWCgHclAhBxnlodX-QhXeptXd96F79dtmfF5tw8eoWyURRg1BSDM7tYBH6tzImNvavY-qaNt5EZO8CcntQQgCQPETS8QDHFPy8I7AjxcWMkf8Xfv32mNbCNiVeMRoJfxD47jitPyh6PcQAtFbVPao9ydVqtSAGuqvcOaLPhc', 'width': 2703}]",ChIJq2wmDIM5sz4Ri7rNJ3r4XlY,,,5.0,ChIJq2wmDIM5sz4Ri7rNJ3r4XlY,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,"W45Q+77F, Block 12 Gulistan-e-Johar, Karachi",,8642e440fffffff
OPERATIONAL,"{'location': {'lat': 24.9076132, 'lng': 67.1337769}, 'viewport': {'northeast': {'lat': 24.9089357302915, 'lng': 67.1351132802915}, 'southwest': {'lat': 24.9062377697085, 'lng': 67.1324153197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,4 Yaar cafe,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109968947214608589227"">Wajahat 5112</a>'], 'photo_reference': 'AUGGfZmXryhnZDABzxPqVJOMYDyd99Hd3D5ZCakJhkeouUvtk20qKeBUehw0ns1UBgYABPRQyIj2hPrguYw9oPEzdZx8mXT_gW_8EqHABLM04aNnuoTrT7VtV9iiAf6FSHg0eVAv90BHmezdMBIhth4EszbvOWNzy8ncSIt2mpCHSHWrgrC9', 'width': 4032}]",ChIJJWe-udQ5sz4RSh80YCKoQno,"{'compound_code': 'W45M+2G Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W45M+2G'}",,4.5,ChIJJWe-udQ5sz4RSh80YCKoQno,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,"shop no 45, Rabia City Block 18 Gulistan-e-Johar, Karachi",,8642e440fffffff
OPERATIONAL,"{'location': {'lat': 24.9076132, 'lng': 67.1337769}, 'viewport': {'northeast': {'lat': 24.9089357302915, 'lng': 67.1351132802915}, 'southwest': {'lat': 24.9062377697085, 'lng': 67.1324153197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Zargham Hotel,,,ChIJMaKuTWQ5sz4RVVuf5vbUyN4,"{'compound_code': 'W45M+2G Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W45M+2G'}",,4.2,ChIJMaKuTWQ5sz4RVVuf5vbUyN4,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,"Shop no A18 Rabia city Commercial 2, Block 18 Gulistan-e-Johar, Karachi",,8642e440fffffff
OPERATIONAL,"{'location': {'lat': 24.9085199, 'lng': 67.1347217}, 'viewport': {'northeast': {'lat': 24.9098167802915, 'lng': 67.1360437302915}, 'southwest': {'lat': 24.90711881970849, 'lng': 67.1333457697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Snack shop,{'open_now': False},,ChIJSwY5KGc5sz4R0a7TsgwDwXg,"{'compound_code': 'W45M+CV Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W45M+CV'}",,,ChIJSwY5KGc5sz4R0a7TsgwDwXg,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"Ramsha Avenue, Block 13 Block 13 Gulistan-e-Johar, Karachi",,8642e440fffffff
OPERATIONAL,"{'location': {'lat': 24.9081851, 'lng': 67.13277169999999}, 'viewport': {'northeast': {'lat': 24.9095526302915, 'lng': 67.13413003029152}, 'southwest': {'lat': 24.9068546697085, 'lng': 67.13143206970851}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,"Qurban hotel, near Macca Pakwan, Rabia city",,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101686668313005722803"">Daad Wahid</a>'], 'photo_reference': 'AUGGfZmOXbkHMfRon2WYNMM7EDrVH01gLUaDzIKbn_xOntCkbG5B5fQWOoXJrlZNNSPXcJEIh1jrnQvUgi-S32evZRVaSHwNVirM1NjZ5r3YkdvD364qwisnVRPn-1H80pRPdSM2fNWl_IFNNzs8XbCN_HKemxow76d9FaQRZ8nCSx5RLnvD', 'width': 3072}]",ChIJC-ZcjUI5sz4RJdBoFUVLmLc,,,,ChIJC-ZcjUI5sz4RJdBoFUVLmLc,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"W45M+74C, Rabia City Block 18 Gulistan-e-Johar, Karachi",,8642e440fffffff
OPERATIONAL,"{'location': {'lat': 24.9087595, 'lng': 67.1340843}, 'viewport': {'northeast': {'lat': 24.91006498029151, 'lng': 67.1354127302915}, 'southwest': {'lat': 24.9073670197085, 'lng': 67.1327147697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe De Choola,{'open_now': False},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106407569706456022689"">Muhammad Fouad Ilyas</a>'], 'photo_reference': 'AUGGfZnrPMZ2mpDRB8qZWPWfcLtJefDaHQK2eEFNzGPhN_EofBAgBejxF6KTPb4rEsJ_j7vn4B0oOkopzpVvq7yeCDk3MvEnjcohG-pywuuyNB7skNLs_X5-R38FhOooqT4gwiOHHB2hTskDDuU5cR8BpyCiXSJ2mFuhhrnR8-O4ioRGmMcu', 'width': 5312}]",ChIJTa2MSSY_sz4RAIlLAGPztRc,"{'compound_code': 'W45M+GJ Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W45M+GJ'}",,3.9,ChIJTa2MSSY_sz4RAIlLAGPztRc,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",71.0,"Shop#12, Shangrilla Towers ., Block 12 Gulistan-e-Johar, Karachi",,8642e440fffffff
OPERATIONAL,"{'location': {'lat': 24.9088447, 'lng': 67.1338057}, 'viewport': {'northeast': {'lat': 24.9101599802915, 'lng': 67.1351387302915}, 'southwest': {'lat': 24.9074620197085, 'lng': 67.1324407697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Hyderi Chai Qilla,,"[{'height': 2944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115346837880879951471"">Raheem Khan</a>'], 'photo_reference': 'AUGGfZnPYrJ5GdcKWNo5pzJ4KXEMXtMbAfiNj9lWQp_DlkstYixLbK9VdQRCHFP983jQFP1Qn7dJKNN-vNESNYecykMaot336FhAGHyn0b1lZlAa36T8HaOJHkCLNfY-6m8ZhTQGIX4Xk---xgTJ5h6LK6pLF14TdfpstdxGhZFuPO8dZRw', 'width': 2944}]",ChIJ5cM4Nns5sz4R4YsNC0e40FY,"{'compound_code': 'W45M+GG Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W45M+GG'}",,5.0,ChIJ5cM4Nns5sz4R4YsNC0e40FY,GOOGLE,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",1.0,"shop # 03, Shangrilla Towers ., Block 13 Gulistan-e-Johar, Karachi",,8642e440fffffff
